range	bloomHash	bloomSize	indexHash	indexSize
010927566-010930691	QmYvy9gzQGQC1Mxs9RAWd8k56kfmL7g3hJkBUnegoENJyc	786494	QmNirQvsXVEYqxAEUuZzH68XB4hWTkfMmiHXNJFeqssvT3	24361764
010930692-010933816	QmUqSLeyn4bdR4mASc4JRJ6XF6SG8QYE45GmRznHWqHUbS	786494	QmXAq6ZvgnMmZC9xHtKzkULgjAXCCsANwrpLoJazykea41	24061460
010933817-010937037	QmYYjbbQSptR6SvkVKeSm7a4t74n4faqvBJS4JuGyikxmM	1048646	QmNiG3mbRr2guYKYib81aKEjxsafnmvTna3C7tXD2wmK5k	26169136
010937038-010940239	QmcbPUYHmojZb9oSDStVdzfPxfW3Gp24WRBWUTGgGJch4J	786494	QmTce37BCrvaKXgw1SJiB9EhUqaMQHLoC8KyQzkvWxnLcU	23936092
010940240-010943384	QmQoR8vVjfExish819GnouThkJQdpsPhXjA4AD5TPCwvMY	917570	QmRnR3SwGttSSKTRYip72z9fe7grLGRP15j3Gib2R6RnsC	24458844
010943385-010946662	QmeMuvex9VGqTuszyJ5CGYX7jeMnRRyntjhhhxdasi2mHH	1048646	QmP8LRvStsq8PRTMxEMN5kNsUFMeDFuoebRD8KLobcyg3z	25953128
010946663-010949980	QmYhG5M7PxQ7JbYSUGuaMaEyWVWPvQGYsXu7Gk5RKLSNP8	917570	QmYrq1oDnyE7VSGeaWT37PZEWBxDVwoj7YmxPNUcwU5GW3	25086836
010949981-010953112	QmU1wDjs9VwJCAtgDuam3Kwi2xDVfHyNqrV8efN9QnC33r	917570	QmagYM6Chx4uy9sq3XnWtWwAd4cCoPKUcAUXnVY1Dt97vC	24746932
010953113-010956145	QmdNpdN4tgmx2oU5i32Rd6xx1GneT2C43Nztw4bFGpbBM9	786494	QmcAAgsnsmxZv5VNHzMjpaGn2Fv4b6t3tTBEvUpDocSgab	23725252
010956146-010959166	QmQQtiptixWiX1oqduRyGnXq2JZ7hGHSaooaqpmXUwKTEw	786494	QmNw1s941rMpx51k6GWNmHqMdaZ8yNfWXeKSnjqevUroc8	24386528
010959167-010962504	QmTa8UnPHSLFQZsM8D4ktaEtMrzsKWcMrWUL5RnYCLYLg3	786494	QmarPeDTR6TinfTUt7wwo781y1u8TLvmpuQwTdefNrcgZw	24389048
010962505-010965585	QmdRXuduSwbtzDCX5mfUxF8VGTGdXFfBiwyTY5ganaGtsH	917570	QmX9Crtbr4yb4WiG9kvhAb9yjrb3jhKuS6jDHAAu6tAV6d	24417524
010965586-010968872	QmPHKQGuWXKZDzno6jKvuTVsyAVpUQiQDkYGnSXVUtbWw3	917570	QmZiGKhCBH86d5AEfa91U75UE7U3A7GqM9p6EQ8cZKesBo	24687640
010968873-010971999	QmdkXh584nikcKL94owFZr4eMasNUAfwQcnC7sitpEfppH	786494	QmeZgDkHLXGbpmKyWTATkRMDTFSFFgbRyedWJdhbt42pc7	24328828
010972000-010975263	QmaEHQR9giMHafbBXW4YdWZVPw8j5Z3hEzZGNnNCSJQwgG	917570	Qmd5n8DegvpxaM29pFNfXNSAY2SDdYbSemUSpeZ8HZSeFW	24914548
010975264-010978390	QmeFxWY8g4uiDgLSuubTPVVZwh3nUaA38E8cTPPnRsQsJY	917570	QmcJGqjAUvENL9dVCTuCN3TQzKGPgXsoBuwNukUxtLDiWw	24530600
010978391-010981792	QmXjs3MkXgS2sAipGXb89gfDKFyW6i8JFMrHuaG9wuCQKj	917570	QmRWJ9dQZaUT62CA83R1kdwo4bnqbxHqjKhHxNTZJUehxt	25719124
010981793-010985023	QmVCUyoZwFYakPuqgWcR8nbh6Rjg8kUhp3bVm6SHWAVZZb	786494	QmWrdGqEK48a7LX3ffyVwXirikmhA92Rk9QEtJ4Tzwz2zx	24378648
010985024-010988313	QmVqH44v8HUNVgQruQraWckMrb9DL9nqHH3J7o9JouiBJb	917570	QmQi8JVv6E83YgjXKRHobG7aZ1ReRUMHt41qkfJQDqwnPQ	25081836
010988314-010991462	QmSahKeqfQjYPyorNbbQHhdpTZ1m7RcqPXDzuhiNNyBKh8	786494	QmbxQgPSYFiftChkYrLai9262vWSPNVeCXSQqWEe91fvvR	23896576
010991463-010994684	QmWtYEaUpXokt6Pqp73g1PnwjDQea4HTMEY3kVHEdzNQWu	917570	QmeLtJ6fdSR19CeRW3Juv7gSmWjY6dqf426sax3upsFqin	24960640
010994685-010997845	QmRUofRUJXz1jd3Np798SEgdWgzEhgGBkzY9xWHcwDcNuo	786494	QmbTR35cCyJu8cEng7kGiNQX5nHZNZqD76Euevg6fFMN8v	24144860
010997846-011000000	QmXGZ2MPBHZ9fRTfSJXZk8Vo2uYoKFwGx13QG5FjtJMKei	524342	QmapJdyyd9R2Y5Y1EJWyuCA9rQMCFT9qesua3gJ3uZLLWf	16730864
011000001-011002995	QmQXAiznBy6BYDxqMPJ7Pupkkhvt34gZLh9tFLVQ1ACxZA	786494	QmUtTUKu7m9Q9ZhptxdzUAWZzEC1RfvKtjCiCjku1q73BV	24352668
011002996-011006016	QmQMMcJ3DftVev6ztKsDyVeFjq1DAiN25ry2wqsRV8wM4H	786494	QmVZUH5Xj8dP5kUSqyCao2u8udqT83ec9TkZWSdyshQAbd	23277392
011006017-011009058	QmZJiAQWXDYwXto63cPLH7Zoi3gvNyC3HNgeuzPsH59QfY	917570	QmRcPsER117zMzdHwWeU7W4N5TVtuoMY2jVmd5LDKdPae7	24937156
011009059-011012292	QmPiAtgs3VF9zVzZeFhm1j8VHkGyB51ogFaoqgdvTVrftY	786494	QmZG2HxJFHb78yHbci5qq9wA12p4QzP1Utk9DhBdco5Wkz	24033848
011012293-011015372	QmRRLg975Y6SRhAFJtXBXuYU3XA5Jx3N8JKWfLKR81tkHK	917570	QmbxnNEY8gE3rG387ESnNUXodHgCoAHxuxgbzs4vaDGwJz	24855044
011015373-011018702	QmXxBc8EkerETYfohQD4kfxvUT85gy3Y2Xmi7Xgg3qztX5	786494	QmWxBLDtmyFUk28qH7EMTj92GRx8LCvrZQuf5i9dZ3SMJ9	23966140
011018703-011021720	QmSXMDz27jg68tXZ1DTmYFWcwbe2FNZ7hrTf2gpxHtjNam	917570	QmdWNbj1dFvovxRGxZJX5W4yjTG4g26f9VRS1aAN2ShAk8	25358964
011021721-011025057	QmRw7CC7synJMvyHFwqY56a6z99PYWgheoDneSrbQeumy7	917570	QmY9Ua9VZGBwQ4yUagAFXCbDh6BGAkPYGQATYjGZ6oLd5g	24555620
011025058-011028250	Qmb6YMgXPjDfSYikLCQ5FDMUBDqbsdJ9sdLg2ZJqmSCDoN	917570	QmVn31jcD2F3WUpgXFpYCEumhS2itpvBYgTyE73qCQxxcc	25383220
011028251-011031685	QmWEazwdvsTAYJzvNeW1BVFEGvJeGXc9JKBZ8qPvb1pKQZ	917570	Qmdx3tYGrNMXZz89ynXF2Ge28s8ZoRFhtoe6FjaBRrYf2D	24766776
011031686-011034904	QmfHN3obwmDUVZ2RgNR1JkujBNwynrQSizdTbg7rW9rSiN	917570	QmS4iAEvAqGgX233WmhCbU8Zj8FwnXmm5LbwHVStp8aYEw	25305736
011034905-011038247	QmamTwCLZksmboJbLCsxmnwXWFUwAhWGhozmt1hWjdkpbu	1179722	QmRywMSrXyvgv9E3b9W8GF7izAGA2r2NcoqhTcqY9cDLM2	27675156
011038248-011041275	QmfGCJBr2tqrkjouU9EMFAZFpLVpK1p71zH1GwymijdrG3	917570	QmSXeusVJntopAPTfyVDbJSiQd4deydSFpchW5HR7Rds6t	25210548
011041276-011044414	QmQrnLzjmf7Z4uxRro1HW2rXc3cvR5Z4JR4cexyRtkJmKp	917570	QmZKtksQgKbyXLTGu5LSn43MfycVQco5pMRewLppHVAfX1	24746740
011044415-011047432	QmRR6ixWXMsq4BVPPEnChmFDVsyFpXCEkYuxwK3cSXi9cL	917570	QmTP28B2CsxXEXZQLKvE8RFoJKPD6wNB5QB7mjRLCsVmvM	25407912
011047433-011050691	Qmc5b2Go7mBEvb1VGCAed3Vm1c9t2MjQPYFBWqMwUabjnL	917570	Qmcd1P4nMVL3DEad76B7WMZGbqickUaQQvTLJFxrTFNwvS	24770184
011050692-011053761	QmQgtpyygfM7uomGd51LxWXskR9u7cXTQaHLpyQtFeR1V5	917570	Qmf4y7iDRYrWnYfgmigj2SE7Sto6rxJQ1tiStbyH9gd1Ho	24976116
011053762-011057019	QmYL5wAHoAjijU7uiiHMKRa25kFyN9GMJwdMosBYvG1toi	1048646	QmWuHjRg2jBLaGntdN1Ze9ZzpjyEgF1Y57ZTga9jTerevt	25853712
011057020-011059933	QmQbxRevWiQrMBsGbjUsAvxD3muH8xEEhgMqNJdiWW1W7f	1048646	QmW3xK2kfHHicry7Ay2xToJgFE952g4uQBa7vJuLzay9LC	26182612
011059934-011062874	QmUwNHLHsYBZ1tPV1vZj324TDTju9nzefxMPY23WrStRQ2	1048646	QmV8jtXQS25trGmkobPz2FsEhpHVpbdTFRcoe7pStotzuz	25979224
011062875-011065918	QmSDm4e7ZSWCn5oVnKxgcsSAW6ZfZ3uHUfK1D1kYxpBiAF	1048646	QmZrRd98sb4tcHs7D6Wi3xi5YagxKF7ZEG2BJkec13R13Y	26493060
011065919-011068953	QmeZvuWJkYEvHgeaGYRKDjeZXzCcCVXPojJVTW1qWKaFVM	1179722	QmT2BEhcj89UdA4ALYec4aBrBSPxUmocyxERAMRX3VcGWC	27341400
011068954-011072252	Qme4Diddw4yZuzaNfG6ZZzp89HeNR7jvrQ2EXQiACz1Shv	1179722	QmQFKzVceMsdTNkQLMCGfKuYbEJbGnooGbYvaRcAe2f1JY	28410576
011072253-011075436	QmTLkTvQZ1aczrDj47eqhkcLRmpryAoSt6G35Q9dsc2rN4	1048646	QmP5DVjdTwtjr2Y34BLyknrQEaTE8kBqeBEDZkU4pBtrW2	26392944
011075437-011078723	QmXwNfN6tzzzamAinh9MQ8St8qTzDPLqLAaFRNXk5Vaghe	1179722	QmWwQVBs3MZdgiwJ6Nyfv41BcscDvXKedBPz1jhvuBTdRF	28019844
011078724-011081963	QmdB4zzjZJrNvrqh9zPMNSX8RxwSp1BwcbuVbfqB2QsY2w	1048646	QmcZ6FFAgdREGvTeL5eSTJUaALdTrj5DiX97bwVFi2HKsT	26339848
011081964-011085179	QmRfNbvhpk5M1vVrymqtyuk1vMMeUsxoHAaR2ar8yxLwnM	1048646	QmRgqYevmFAQ3L7Y2Bp2PuPCMp2S2PCcWjxHvjwbbWrHfk	26238152
011085180-011088138	QmeeWbTDUbhbi1oes6Nh3wLWv543q8WM5YX7RdiN7PKP57	917570	QmdvGQE2jAHZX7Nv9WDv5NTD9c2oPowZscJPpqwe9oFrZw	24798164
011088139-011091319	QmdtbyCix4XLBgS5iuKkgEw84ZGDamUvw2niuWVW6XbqFF	917570	QmctaWzMikKtKni2UctUrwb7vN5U2X5UcsL6SKWM7kj4rh	24859792
011091320-011094272	QmYYPxQ82724CQTnn2WQsg1dR6k2Toa2YLSMjtERnYr618	917570	QmcotZscGzKNmswjW1z3WP8e2V9myZNmxK9AXJxD6rhxE2	24494640
011094273-011097372	QmdZZBTrXFRw5nfNtoeet63KYJRMF26aZhrun8eYqXEwBj	917570	QmfKtCJ6rZRHyTkbmAv2VrCKse17oCR9XrSFjXykNKvygY	25780880
011097373-011100000	QmXjaoBBcbiDcqPRfj9jF8fBUB1qadsM56Bs7Zvs5pcguG	786494	QmNuedbtffvMSVYELad82MHqMJYSQ57zwQ5mMBwZigZ7dL	21973180
011100001-011103031	Qmeno4B3Sm3NgqcMJZXiDFpZMTjphLemT98DPRnkKQX2dW	917570	QmaxKZ3Xfhu7wy8zznqJKxHz6M7io7wU4njByWDKGRFZKh	24770580
011103032-011105950	QmVmSFYSwpyUEPkN3wLBayXYJg2rJ3rjvJXqnuEoAhdw9E	917570	QmcamF7p1WEyfXAjFWrwvTUAaF4GKdzhGPPs3CtLuQxWyY	25376452
011105951-011108985	QmQY1cMNSM4sMCQYfrUhHVTAwhJDoyYMpEMRjiSGd5YVKh	917570	Qmd1upGqzYXo8VTnncpE4WsidhTzW9AdaECYKbRvehuirA	24935264
011108986-011112024	QmRC89munxqA3fjLi1FVTDGGxibxntb3UeX5sDKJKR6s5t	917570	QmbJ6zLZUrTkHeeM7u6xxWTu7WQEQNGfeeCdsiF9HZ7NM2	25170888
011112025-011115185	QmPJgwSYccgPgxwp3DocEiyRJuQe1cF2nRNr9ZaCXt1e9A	917570	QmPYzePupC21JbzFcN5Bf1cEhF1tEg9J729fUbr8ougnXX	25118116
011115186-011118475	QmdrnCQtLXT7QyxbsQc7qwRDvoWbVhH9rPzfSHNjNdx1QT	1048646	Qmb9BCY3kbMBgFTzqecvJ9prGpTrYLLVgcq7VdLg2Em5FM	27007924
011118476-011121878	QmcSXYHTCBAxHdm6WkCVusY1B2Lcic9NfD5f3ZZubwJx6c	1048646	QmQQ2d7hxKfJ2sNb93gP1UesFcSB5o8wDp8kn4Svze214s	26453864
011121879-011125271	QmUczWckXuguLkdD1htoz6G1FRdgzh7AMiwPdCqiHZoNL6	1048646	QmejHXPT8fGMYXSKTyKaKak5P6rpo5Jcx2GbyAFJbopMcB	25839924
011125272-011128674	QmPAbNN7QSD28JQinVyM5H7fxiuT6JcpXk56eRrVLH1vCF	1179722	QmXxNXfX1hxeegab4afRcKsA9znExN4Pfw8QY2ehRHDian	27878108
011128675-011131690	QmXauRZ2oMYN7ctTfw88ipALsqYZSeyYuMC2Lju1xLxcSc	917570	Qmdg6y6kyt7hTZXxdQ2TugeZw7LbsSAWAU1Ub9Y7vetruB	24631268
011131691-011134764	QmQasJD1ydfDRMAtwjXCkgohaM1EVe9rdJcrYKNTd91LqW	917570	QmWfKAjxs5Df97bB6r7U9ycYWHUhQT8dWpmE8Nx3Jqhz8W	24904176
011134765-011137935	Qma42kUbzfMeW2Ni5GSPyryHoh6a9LvCqLgVAgf3iRNPcu	917570	QmXAgN3qdWVRFFfFQWgyGrcFxDffWi6M78wgNw5oS54ajA	25722320
011137936-011141027	Qmbe1ujYea3G64xSkE1MHnyNYuyXympMUwrboECpU3aTjc	917570	QmbCokaCgJD3uoZA6RirEPcZe6y4kxuZ2Q6ZCcMj3wWGLD	25756280
011141028-011144154	QmSLoR9hrMUocjpRuJaFRe5N4x5ULpAacdSKeFYASFy8ns	917570	QmS67VxC3FnwYWV6Q2GkUqLm2EKbUbmtWTSucfJW8iB1vi	25737232
011144155-011147089	Qmcd3VEajB959HkhjKTvpoxq1S9q97bqTuUaKdfwxuu5So	786494	QmPp4azje4BXjBEcnk5jHogHwiRnPxEA632CmjDyaMBGtS	24092860
011147090-011150315	QmP8PfcV14VmGpMjb14o156yTVWWykcmqJWDg9Cf5KWKRM	917570	QmewtgvQN1PC7aLZgUjN2oGctsk2Yp5rUTAUVa8zcQFWiE	24652140
011150316-011153264	QmRWe9gQCSh1JncLUoRgy7aQmFpz2h9TR7ie2oshqSj6Ek	786494	QmUtxvNnwvgbH6b5CtJFbd7x1iHcuYRLxpzfqzShiy9dBb	24007532
011153265-011156382	QmfXiQpH1pcxUrEz1sqwhsA57ThiaaPEGscf8ekKzqcGRh	786494	QmXVb1cLehzW5CHftK9z1KPfREfTtMUQLjBPPydCQ3APD1	23918212
011156383-011159332	QmWprCaMyWYRzTNiekqprc8MiiVtbsfqRrZLoGCCZvJcBP	917570	QmNPhsAtRf4ywTN4N2nTGkc5qefry2kfSWCCt7qv2G6GPf	24760200
011159333-011162612	QmYEfqiyzuK7rP8K8WbQhkGSGQjWuHbt88MmKV6YXjUgSm	917570	QmSZFTtxiV5K3rG1eDoCmhEWYEjfTkxXjtHDV4kfhcV7tr	25736268
011162613-011165554	QmWpAJLstA6AYYFvBaRpBaQnwcQTC2uRNxGM9m9D9sSSz6	1048646	QmPQMebBQqMkMs7jKri6LbqXKzK6Uk9YHcFXjeV3wcR6D2	26115608
011165555-011168853	QmQdpvhXpm2JGDc2SCYYBVGUWiHWvcFaUBDSDoJU6X88jV	917570	QmNXeJu3QtGyrzxNA46usT1WMRpv4HcGRrH4Q1keP5yhKZ	25470388
011168854-011171986	QmSGnEDErdzmN9nfbufMFVxof9uY8NtCZcacdvYj5RpB8e	917570	QmQU89EUEWK9xp5AJapxz1MRDXGs4XgV52riDFAvFCL3Q2	25511396
011171987-011175074	QmWckZUwxW2gfP2eB9u4q4EUH1VCFkF4utGLoXdKAiqiPz	917570	Qmaxyng5Dt2hAyNtHDY2MEPcwrwWr1dgJRvxFfkadcPrm5	24866832
011175075-011177953	Qme532CJcUB5GZ5sCdGYo4Bg9ZSc6DW3ic3peppufZS11N	917570	QmQcyd8ZSA58XCq8DEd9jqajTqjLR85M6gmLWcQgLH1QJ9	25170084
011177954-011181038	QmQDxKBp1egWDXDFU4Lzf52XeQwZ8JeJbpieWXpZRYLhJJ	917570	QmSfCH1v6n588dwZdAkyf5wRv41WKqAVbyFNq64qTWijvN	24861092
011181039-011183969	QmdZF7T4Fi8bFcwLTiT6pAbHAPXceEUknSiicU34qnVrc1	917570	QmTm3Jgv988P6xaU5iKnpqJwuSh3vBP8QTad9g9Eq8z5FM	25591120
011183970-011187159	QmZbnEQwXqszyKraJhqRKfRDoao9asFA825tRmNhCbbVE3	1048646	QmVxCzBDCaj6SufxwCsz35eFbd2e5i4Eh8pB35XbRwTSdz	26013452
011187160-011190235	QmXsNxX7DZBxNo2bhTQpDv2QbmsLKzKsBrVBDcd1Ko6tya	1048646	QmW2mYeidjF1UBdvJF65ZergH7v2g16KfyNY5AXB3gjshp	26739940
011190236-011193308	QmNu5i8MtL18PvbhZ4u9C7pZvfLT4ycjPHywvP9HC8oxMN	1048646	QmS4tpaiXZQS7GJyy8yCBCfqixYVRwCYXKggB1NPq6jkAK	26703532
011193309-011196437	QmT3Fo2aQdtKNmd9Dqzu1sCYTurw4X5RP9N6JTLLedzTJS	917570	QmRYP8DZPkN2hHtttwdESPwZsaXPY1VSD8JvyyHPagKUgY	25653392
011196438-011199468	QmPrK4iXt18GYYETU1dMZSYXibvn6L3nhJBMTRQWXdspVc	917570	QmVAGvwCUsSLthH7oaZJdtCucpNXYbbqMxEhK2RktvvC5R	24982632
011199469-011200000	QmaEp2FXoWEC9AZCviPxBkTEPTaBy6aTJw3VKU8x5P88za	262190	QmQubw9g5yK6D3mLqSSNnahaXAAhpWFEGuG9eu7iF4mftg	4346084
011200001-011202955	QmQbbvFTAh3H7RMypzc5s5HYM8sgjr9huKh59m2yjbNFbM	1048646	QmeJb9ZQWyy4ubdWVKwhwZ6fxsUmb9qSgYBM2UiG5g8RQW	26099676
011202956-011205969	QmXMKHC8MVbMmv3tAkJdX1LcgCTnz17mj5hCmavHrfUbVd	917570	QmZoACARLVG5dpsKUNpDFmyepSv9W1hJwbZ4DcFgo15Sjw	25697692
011205970-011209012	QmdQxrs6RkXrb9ZBzpy93ErNa99dCU6zPPVRqvH8iz2ZxS	917570	QmRrAd8SfgtYyWFGrhrZAYQ6NRH3aAHFCTeUfxqJA4ehea	25565492
011209013-011211970	QmSVjEJMA3DHnArdyLjqjs3vvN7YLHmYZcn9RsMuHjESfu	917570	QmecAMZj8cLvSy2Q5EoWBNduKZKgm5otqq6ofubFKHPj4p	25504856
011211971-011215377	QmdkfL89VWkYPg7kgnAQfzMJDfWzpHVjVXpnx58ezkTAp9	1179722	QmSsy7bAuaYetKpmkPrPmD3cRBPPo2SgpAcsyFzJgVhLzo	27263188
011215378-011218522	QmakTofg27o7sHTVdqwycfJ7N4rEwEy7krBYH4QgTp9JqG	1048646	QmTy3C8TGpPZk8KXjKjwo5M18Pc5mwCWZMLz6Z3YHRasc9	26260544
011218523-011221726	QmWEkB62SvTXTTEebtcTR15FePryeKq8GcNNiZQr4zLqsw	1048646	Qme3QT4jvwEN6MKcVhsAjv3ef7afjusYqQqXgkCeXM9AHQ	26027584
011221727-011224658	Qmf9U5KkQg39FiEbXGJrNyFqdQH4fHXpmVwcbjcm4WFtw7	917570	QmPc47gcsKyC7dWcKbCcktEGEssV7TY6nSqDUu9tmJi4ah	25188804
011224659-011227784	QmSsMHXMUewoZx2B2w2fm5Nq22tAybtfLM5MVkhG2dm4WN	917570	QmQzhsmMUTAmsadaY7gGLRc8vkkKJskkqKoyHhrg7FcrX7	25569876
011227785-011230683	QmZ5YwDCS9MioYcUr7ey8AsghLB8vkmhwm8Eimi61arD2D	917570	Qmd9YMDR2pW2jsSmwnjqAyxQtiLWtNMqo3oF5gp4jnvNvc	25222916
011230684-011233797	Qmc6rr7N3h4bNB4xDihwRgZWUoogWLu4yMQUJvm9yEn7ZD	917570	QmRpsHXmPtwR69o77VY43VkNc1sc8N76uypsr87CcprpmR	24496012
011233798-011236946	QmWHiw9T92YKofst5DPCurJZ1Dv98zJ5GdN4oyietAm38z	1310798	QmQ8BsN7fBCb1nNTeF1so6uQMpdnxAGtADRj8nPudtrEpQ	29243020
011236947-011240162	QmVHMU2AZzRonRki1XFnV2JfzzvWgZksTQTK4jQqM2avhK	1048646	QmbdmRGamgtLwpP4JC8Phthhq6eviqw4cLH5hWA9X1wHz1	26519844
011240163-011243141	QmcbrcoEWDiiCqr7xsZC4vF7UV6Wjxw2bLYcELacYfYF8z	1179722	QmNb9aSHRWPwnKRErX8kyQz6JxTNHCmATw96ET5dmrTaMj	27558120
011243142-011246422	QmfDxGoe3pZkYu3vWUqWqLeu7v3SrLJQGanrb26BGVpkrK	1048646	QmZBrEykCZ23XLRPdbdCWijzD8XhqQnGEHyTUnSoE1rHuV	27020628
011246423-011249407	QmZraWZaaMFNEdxC9K6yEVrBqZPJhM61RFNT5WT7N5pQBi	1048646	QmPWuzBmBheS31sdHBCY5p5yv9EsQ1heFp5fdSUcCjCccJ	26495824
011249408-011252496	QmedoGZGrtMLm6ZdNrGq9frdcbpbiFDoca7Hyhqvet1WNa	917570	QmR9ZmK2w94Hzmd5z1UcSj1ruhfEZTq6stWVzm5qvDCuq5	25159796
011252497-011255694	QmV9TVCtwF3ABBep5GxYZNKV7mp6uFFHXUX1AiFMGm1M6E	1048646	Qmbt8L5QFeeBneF7iCwM5maooFPikmf3zyvYHAxiQfC2YC	26461764
011255695-011258897	QmW4gH6GcnMzVXoVAgrFHLu6aNCpXAfaeKP9T7MfAwovp1	1048646	QmTan4nAbDcRjpikoR8ymy7n5fKbZr7rWwnrEzFaFU7SHf	25986316
011258898-011262149	QmZBHhTJoZiZ4YyrYCg8SbDferYJ8ARR7tJg9EGuRy7Vjg	1048646	QmbBNr1WWAh189stPE1duAwF7rfR1USXpdjb2tCNuKNB6n	25861544
011262150-011265397	QmRH7YA5zUVs1KjQyAuZE4D1TeMcUr4M432wA4XkjXuvFC	917570	QmRMnuGsRKGAbYKTQra2rSVRMb6zbiKNxh8WXyj6yQdUUV	25096936
011265398-011268557	QmaqPEw6V4suPxBZBYJwVTTv3jMzBjkx2LvmNwznfAcLUJ	917570	QmQ5zYjc2bNjjpRSyQf7Pmu81nkk6X3FKW8uqSbBBDKpiy	25658656
011268558-011271653	QmdpeKPxqVJXehV8kiA25wYBUtuBQggKRBUJarFhx5893W	917570	QmdhjbWWmw635Jrj1VSE1XLTtvBysQQ731QJSRnsjiWfrM	25233224
011271654-011274682	QmacHy68NU7Hd9aUzMBppweoCmF8q9UT1bRZjJd2LZ29kJ	917570	QmR8oVKSn9GSVmX1tfgngVr3261dEkr94sFQgpDvkiZPHJ	25122352
011274683-011277612	QmR1okoaoCRKzA4JcPBy63oH85TPXcSUA1gbdjTctWtJ5j	917570	QmNu95CvpqTqPu8QtU5WXFhMdmwvqKApCqyzphXtwx8DxT	25274704
011277613-011280600	QmWUTaeHxE1gFdrnwp4LKsCPgEZn6ZtEeNJx9LWooXdARP	917570	QmaiZ21BGv817LAYmLdEgjSLgkCvoesG4Y8HByT8Sipk3H	25106216
011280601-011283652	QmQ7CLwu4nQ3rYxVuXVsvS8hzwjJKzJ495xo3Ci3DRbdmF	917570	Qmca4H9Zp1it9d3ziJppTd3wXwDAAVUTX7PibS2aEMHfPt	25575048
011283653-011286904	QmS3MDGkoKc9htKpnJtDvWUunC8hLTFjCcmjJXaKasrymD	917570	Qmat3gweD8nkzeJFSvUxYEJp5qZexwAtMn6SAC3h3ruZpo	24808648
011286905-011289919	QmVaproEaVRK4xxjFWXnJxTzJN9nB2shQV54nCBkMgdSNt	917570	QmdG7914suiopCG13u32PV9qbLx5cRg3dSpk48MyYJkjHy	25230304
011289920-011293079	QmVphhkGSnoLVnRVDamQqfiTj35YzbzyDi43HxkMeMxgKb	917570	QmaqnRc8jZzdpSNnFpByCJqWmbsLWBcSZRbKHHHB8zhZk2	25088012
011293080-011295938	QmSAY9J8arZLHF1RXQSCPNKr32CUrzJs46MQ1kEjsDKrMx	917570	QmNsxni1XZF5uJa5jtw16zxYC6cFDLJKXd6j1YAUwBvXoA	25500668
011295939-011299011	QmYp6uJfKpWRccv8xX5XdzG1wC2xGTnW4kP7TjKkAznfDw	917570	QmXBGaN5czxmQhgRyfDwknHNqCssN8musYgXJ324gm161T	25538096
011299012-011300000	Qmb4DRF9QvbUCiebWkWs9MkMMVoKzsfX1jScH6G9yJLh1g	393266	QmYubeU7ppqYZYJdKcpJa3TAcjCpf5Q8rt9rL526LnTem8	9344716
011300001-011302932	QmX4DJKMUV2YUhxRD9V2HXTo1QwhWULNmmw7hFxRz9j57p	1048646	QmTBseN6GgoJQ22sUGDLMm2ahkiwPuQJK3QgKtpfTNCpQv	25978584
011302933-011305972	QmdXrk7DWDCbeZp33YP5Smz1E9GKLue1mFN1fXuddH4efB	917570	QmNnuvDjB5fphAWQfmXuXuNytxsfwRUJBthJZsTVGtgSSi	25148828
011305973-011308926	QmSBRChHkdxnZ82h3FLwHmji8mhNc5KYqjR5BYhCpZ6aqP	917570	QmPqWjKvZE2koQamMcV6rnQJkuYT1Ug76U6fapLYNozkzf	25306500
011308927-011311933	QmTikZSD2wLZXgaXeMc43XeVk6NUJPqirAira4DAszbVyp	917570	QmfA7KFG9LcCKpa74ghi1QWDxBZniD35A538WHqayYCS4q	25580732
011311934-011314790	QmUEapQ5aSK4zMusSomHgPcuauWZgSyxTiMuEbckJ5fRpV	1048646	QmWFofntMkFqnxRQczdo2VxtAQbpYnxz6XzL6zoVzyNCKa	25959288
011314791-011317729	QmNdr2uPzzbWen1wJfefxzQrZSyvcahC8o8Vu6Xj22DdEW	917570	QmcCyPpML6M7V7s4CWF3VshfN1i2wrmuE8VajU2E6y918R	25493704
011317730-011320581	QmRpHcMgauiGmQYia6FKauU97MspucSaj9EDL2qDMZY961	1048646	QmYwim9dsC5S9QgZt61qnJkZYHnDf7rrqNuJtW2Kzo4Kcv	25911192
011320582-011323552	QmYa4XJMPEnW9CaBxFXUBkCfkBzTvztpj2eSWQEiHN8Gip	1048646	QmfQov54FThPbs3x3Rg4CvQx76BZ6iPmMy62BKPgeQTxoy	25837056
011323553-011326515	QmSGt2bwKfQFfpFZKUQj42SKdeR6i2tS9xHu8Z4xUNFuEo	1048646	QmTPVZzb78dZrty3cq4io9TGg7WbC8ePnKVoYgDbADB4TV	25861780
011326516-011329445	QmXg8PcpSnbJwuieeBzEhN86eWeVPRGy8Dwdvhi4Qm2YAr	917570	QmQekQhbCYmqjmKuLU6Vs4oeWA7myddg7shfqPkJfCJCDi	25756488
011329446-011332417	QmQeGu8PXh1eHrNrPrmVehEMAKGMtArNmNXGoVE7Z5NW5v	917570	QmfH9QEEtZRStVZWBs3DnwKBo9AE24iMa6biE9bJLmeEA2	25198612
011332418-011335282	QmWU6UKgHsA3dtdyPk2yUpRzCji891eVWVVKnrsDjcN67V	1048646	QmVN6idiJ5WSvptAdeacnWdHG95sgouYdU4JTtJyEak4ZU	25934868
